Feature_name	Primary_SGDID	Feature_type	Feature_qualifier	Alias	Parent_feature_name	Secondary_SGDID	Genetic_position	Coordinate_version	Sequence_version	Description
YCL031C	S000000536	ORF	Verified		chromosome 3	L000004251	NA	2000-09-13	1997-01-28	Essential protein involved in rRNA processing and ribosome biogenesis; protein abundance increases in response to DNA replication stress
YCL030C	S000000535	ORF	Verified	trifunctional histidinol dehydrogenase/phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase	chromosome 3	L000000781	-22	2000-09-13	2000-09-13|1997-01-28	Multifunctional enzyme containing phosphoribosyl-ATP pyrophosphatase; phosphoribosyl-AMP cyclohydrolase, and histidinol dehydrogenase activities; catalyzes the second, third, ninth and tenth steps in histidine biosynthesis
YCL029C	S000000534	ORF	Verified	PAC14|ARM5	chromosome 3	L000000178	-21	2000-09-13	2000-09-13|1997-01-28	Microtubule-associated protein; component of the interface between microtubules and kinetochore, involved in sister chromatid separation; essential in polyploid cells but not in haploid or diploid cells; ortholog of mammalian CLIP-170
YCL028W	S000000533	ORF	Verified	prion domain-containing protein RNQ1|[PIN(+)]	chromosome 3	S000007471	NA	2000-09-13	2000-09-13|1997-01-28	[PIN(+)] prion; an infectious protein conformation that is generally an ordered protein aggregate
YCL027W	S000000532	ORF	Verified		chromosome 3	L000000653	-21	2000-09-13	2000-09-13|1997-01-28	Membrane protein localized to the shmoo tip; required for cell fusion; expression regulated by mating pheromone; proposed to coordinate signaling, fusion, and polarization events required for fusion; potential Cdc28p substrate
YCL026C-B	S000007548	ORF	Verified	putative nitroreductase|YCL027C-A	chromosome 3		NA	2000-09-14	2000-09-14	Protein of unknown function; similar to bacterial nitroreductases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; protein becomes insoluble upon intracellular iron depletion; protein abundance increases in response to DNA replication stress
YCL026C-A	S000000589	ORF	Verified	type II nitroreductase|YCLX08C	chromosome 3	L000004082	NA	2000-09-13	2000-09-13|1997-01-28	Type II nitroreductase, using NADH as reductant; mutants are defective in fatty acid mediated repression of genes involved in fatty acid biosynthesis indicative of a role in lipid signaling; involved in the oxidative stress response; transcription induction by cadmium and selenite indicates a possible role in the metal stress response; expression induced in cells treated with the mycotoxin patulin
YCL025C	S000000530	ORF	Verified	amino acid transporter AGP1|YCC5	chromosome 3	L000003271	NA	2006-01-12	2000-09-13|1997-01-28|2006-01-12	Low-affinity amino acid permease with broad substrate range; involved in uptake of asparagine, glutamine, and other amino acids; expression regulated by SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p); AGP1 has a paralog, GNP1, that arose from the whole genome duplication
YCL024W	S000000529	ORF	Verified	serine/threonine protein kinase	chromosome 3		NA	2006-01-12	2000-09-13|1997-01-28	Protein kinase of the bud neck involved in the septin checkpoint; associates with septin proteins, negatively regulates Swe1p by phosphorylation, shows structural homology to bud neck kinases Gin4p and Hsl1p; KCC4 has a paralog, GIN4, that arose from the whole genome duplication
YCL023C	S000000528	ORF	Dubious		chromosome 3		NA	2006-01-12	1997-01-28	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified ORF KCC4
YCL022C	S000000527	ORF	Dubious		chromosome 3		NA	2006-01-12	2000-09-13|1997-01-28	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps verified gene KCC4/YCL024W
YCL021W-A	S000007549	ORF	Uncharacterized		chromosome 3		NA	2006-01-12	2000-09-14	Putative protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the vacuole
YCL018W	S000000523	ORF	Verified	3-isopropylmalate dehydrogenase	chromosome 3	L000000943	-5	2006-01-12	2000-09-13|1997-01-28	Beta-isopropylmalate dehydrogenase (IMDH); catalyzes the third step in the leucine biosynthesis pathway; can additionally catalyze the conversion of beta-ethylmalate into alpha-ketovalerate
YCL017C	S000000522	ORF	Verified	SPL1	chromosome 3	L000001240	NA	2006-01-12	2000-09-13|1997-01-28	Cysteine desulfurase; involved in iron-sulfur cluster (Fe/S) biogenesis and in thio-modification of mitochondrial and cytoplasmic tRNAs; essential protein located predominantly in mitochondria
YCL016C	S000000521	ORF	Verified		chromosome 3		NA	2006-01-12	2000-09-13|1997-01-28	Subunit of a complex with Ctf8p and Ctf18p; shares some components with Replication Factor C; required for sister chromatid cohesion and telomere length maintenance
YCL014W	S000000520	ORF	Verified	YCL012W	chromosome 3	L000000200	-9	2006-01-12	2000-09-13|1997-01-28	Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1, accounting for the first stage of biphasic activation, with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding, resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis
YCL012C	S000029705	ORF	Verified	YCL011C-A	chromosome 3		NA	2006-01-12	2004-02-20|2011-02-03	Protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively; orthologs are present in S. bayanus, S. paradoxus and Ashbya gossypii; YCL012C is not an essential gene
YCL011C	S000000517	ORF	Verified	single-stranded telomeric DNA-binding/mRNA-binding protein|RLF6	chromosome 3	L000002609|L000003049	NA	2006-01-12	1997-01-28	Poly(A+) RNA-binding protein; key surveillance factor for the selective export of spliced mRNAs from the nucleus to the cytoplasm; preference for intron-containing genes; similar to Npl3p; also binds single-stranded telomeric repeat sequence in vitro; relocalizes to the cytosol in response to hypoxia; GBP2 has a paralog, HRB1, that arose from the whole genome duplication
YCL010C	S000000516	ORF	Verified		chromosome 3		NA	2006-01-12	1999-07-17|1997-01-28	Component of the HAT/Core module of the SAGA, SLIK, and ADA complexes; HAT/Core module also contains Gcn5p, Ngg1p, and Ada2p; binds methylated histone H3K4; involved in transcriptional regulation through SAGA and TBP recruitment to target promoters and H3 acetylation
YCL009C	S000000515	ORF	Verified	acetolactate synthase regulatory subunit	chromosome 3	L000004096	NA	2006-01-12	1999-07-17|1997-01-28	Regulatory subunit of acetolactate synthase; acetolactate synthase catalyzes the first step of branched-chain amino acid biosynthesis; enhances activity of the Ilv2p catalytic subunit, localizes to mitochondria
YCL008C	S000000514	ORF	Verified	ubiquitin-binding ESCRT-I subunit protein STP22|AGS1|VPL15|VPS23	chromosome 3	L000003975|S000029031|L000000064	NA	2006-01-12	2004-02-18|2000-09-13|1997-01-28	Component of the ESCRT-I complex; ESCRT-I is involved in ubiquitin-dependent sorting of proteins into the endosome; prevents polyubiquitination of the arrestin-related protein Rim8p, thereby directing its monoubiquitination by Rsp5p; homologous to the mouse and human Tsg101 tumor susceptibility gene; mutants exhibit a Class E Vps phenotype;
YCL005W-A	S000028508	ORF	Verified	H(+)-transporting V0 sector ATPase subunit e|LDB10|CWH36	chromosome 3		NA	2006-01-12	2003-07-29	Vacuolar H+ ATPase subunit e of the V-ATPase V0 subcomplex; essential for vacuolar acidification; interacts with the V-ATPase assembly factor Vma21p in the ER; involved in V0 biogenesis
YCL007C	S000000513	ORF	Dubious	CWH36	chromosome 3	L000002918	NA	2006-01-12	1997-01-28	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps verified ORF YCL005W-A; mutations in YCL007C were thought to confer sensitivity to calcofluor white, but this phenotype was later shown to be due to the defect in YCL005W-A
YCL005W	S000000511	ORF	Verified		chromosome 3		NA	2006-01-12	2000-09-13|1997-01-28	Protein involved in lipid droplet (LD) assembly; forms a complex with Sei1p at ER-LD contact sites, stabilizing contact sites; ensures that LDs bud from the ER towards the cytosolic side of the membrane; null mutants have decreased net negative cell surface charge and localized accumulation of phosphatidic acid (PA) marker proteins; GFP-fusion protein expression is induced in response to MMS; null mutant can be complemented by the human seipin, BSCL2
YCL004W	S000000510	ORF	Verified	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase|YCL003W|PEL1	chromosome 3	L000001372	NA	2006-01-12	2000-02-10|1997-01-28	Phosphatidylglycerolphosphate synthase; catalyzes the synthesis of phosphatidylglycerolphosphate from CDP-diacylglycerol and sn-glycerol 3-phosphate in the first committed and rate-limiting step of cardiolipin biosynthesis
YCL002C	S000000508	ORF	Uncharacterized		chromosome 3		NA	2011-02-03	2003-09-27|1997-01-28|2000-09-13|2011-02-03	Putative protein of unknown function; YCL002C is not an essential gene
YCL001W	S000000507	ORF	Verified	protein retrieval receptor	chromosome 3	L000001613	NA	2011-02-03	1999-07-17|1997-01-28	Protein involved in retention of membrane proteins; including Sec12p, in the ER; localized to Golgi; functions as a retrieval receptor in returning membrane proteins to the ER
YCL001W-A	S000007221	ORF	Uncharacterized		chromosome 3		NA	2011-02-03	1999-07-17	Putative protein of unknown function; YCL001W-A gene has similarity to DOM34 and is present in a region duplicated between chromosomes XIV and III
YCL001W-B	S000007596	ORF	Uncharacterized		chromosome 3		NA	2011-02-03	2001-02-26	Putative protein of unknown function; present in a region duplicated between chromosomes XIV and III; YCL001W-B has a paralog, DOM34, that arose from the whole genome duplication
YCR001W	S000000594	ORF	Uncharacterized		chromosome 3		NA	2011-02-03	1997-01-28	Putative protein of unknown function; conserved among S. cerevisiae strains; YCR001W is not an essential gene
YCR002C	S000000595	ORF	Verified	septin CDC10	chromosome 3	L000000250	-0.75	2011-02-03	1997-01-28	Component of the septin ring, required for cytokinesis; septins are GTP-binding proteins that assemble into rod-like hetero-oligomers that can associate to form filaments; septin rings at the mother-bud neck act as scaffolds for recruiting cell division factors and as barriers to prevent diffusion of specific proteins between mother and daughter cells; N-terminus interacts with phosphatidylinositol-4,5-bisphosphate; protein abundance increases under DNA damage stress
YCR003W	S000000596	ORF	Verified	mitochondrial 54S ribosomal protein YmL32|YmL32	chromosome 3	L000001169	NA	2011-02-03	1997-01-28	Mitochondrial ribosomal protein of the large subunit; protein abundance increases in response to DNA replication stress
YCR004C	S000000597	ORF	Verified	flavodoxin-like fold family protein	chromosome 3	L000004160	NA	2011-02-03	1997-01-28	Protein of unknown function; has sequence and structural similarity to flavodoxins; predicted to be palmitoylated; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
YCR005C	S000000598	ORF	Verified	citrate (Si)-synthase CIT2	chromosome 3	L000000342	NA	2011-02-03	2000-09-13|1997-01-28	Citrate synthase, peroxisomal isozyme involved in glyoxylate cycle; catalyzes condensation of acetyl coenzyme A and oxaloacetate to form citrate; expression is controlled by Rtg1p and Rtg2p transcription factors; SCF-Ucc1 regulates level of Cit2p to maintain citrate homeostasis; oxaloacetate-dependent positive feedback loop inhibits Cit2p ubiquitination; CIT2 has a paralog, CIT1, that arose from the whole genome duplication
YCR006C	S000000599	ORF	Uncharacterized		chromosome 3		NA	2011-02-03	1997-01-28	Putative protein of unknown function; conserved among S. cerevisiae strains; YCR006C is not an essential gene
YCR007C	S000000600	ORF	Uncharacterized	DUP240 family protein	chromosome 3		NA	2011-02-03	1997-01-28	Putative integral membrane protein; member of DUP240 gene family; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; YCR007C is not an essential gene
YCR008W	S000000601	ORF	Verified	serine/threonine protein kinase SAT4|HAL4	chromosome 3	L000004136	NA	2011-02-03	1997-01-28	Ser/Thr protein kinase involved in salt tolerance; funtions in regulation of Trk1p-Trk2p potassium transporter; overexpression affects the Fe-S and lipoamide containing proteins in the mitochondrion; required for lipoylation of Lat1p, Kgd2p and Gcv3p; partially redundant with Hal5p; has similarity to Npr1p; localizes to the cytoplasm and mitochondrion
YCR009C	S000000602	ORF	Verified	amphiphysin-like protein RVS161|SPE161|FUS7|END6	chromosome 3	L000001788	1	2011-02-03	1997-01-28	Amphiphysin-like lipid raft protein; N-BAR domain protein that interacts with Rvs167p and regulates polarization of the actin cytoskeleton, endocytosis, cell polarity, cell fusion and viability following starvation or osmotic stress
YCR010C	S000000603	ORF	Verified	ATO1	chromosome 3		NA	2011-02-03	1997-01-28	Acetate transporter required for normal sporulation; phosphorylated in mitochondria; ADY2 has a paralog, ATO2, that arose from the whole genome duplication
YCR011C	S000000604	ORF	Verified	putative ATP-dependent permease ADP1	chromosome 3	L000000049	1	2011-02-03	2000-09-13|1997-01-28	Putative ATP-dependent permease of the ABC transporter family
YCR012W	S000000605	ORF	Verified	phosphoglycerate kinase	chromosome 3	L000001411	2	2011-02-03	2000-09-13|1997-01-28	3-phosphoglycerate kinase; catalyzes transfer of high-energy phosphoryl groups from the acyl phosphate of 1,3-bisphosphoglycerate to ADP to produce ATP; key enzyme in glycolysis and gluconeogenesis
YCR013C	S000000606	ORF	Dubious		chromosome 3		NA	2011-02-03	1997-01-28	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; transcription of both YCR013C and the overlapping essential gene PGK1 is reduced in a gcr1 null mutant
YCR014C	S000000607	ORF	Verified	DNA-directed DNA polymerase IV|POLX	chromosome 3	L000001462	NA	2011-02-03	2000-09-13|1997-01-28	DNA polymerase IV; undergoes pair-wise interactions with Dnl4p-Lif1p and Rad27p to mediate repair of DNA double-strand breaks by non-homologous end joining (NHEJ); homologous to mammalian DNA polymerase beta
YCR015C	S000000608	ORF	Verified		chromosome 3		NA	2011-02-03	2000-09-13|1997-01-28	Protein required for cold tolerance; involved in phosphate uptake; YCR015C is not an essential gene
YCR016W	S000000609	ORF	Uncharacterized		chromosome 3		NA	2011-02-03	2000-09-13|1997-01-28	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus and nucleus; predicted to be involved in ribosome biogenesis
YCR017C	S000000610	ORF	Verified		chromosome 3		NA	2011-02-03	2000-09-13|1997-01-28	GPI lipid remodelase; responsible for introducing ceramides into GPI anchors having a C26:0 fatty acid in sn-2 of the glycerol moiety; can also use lyso-GPI protein anchors and various base resistant lipids as substrates; contains 14-16 transmembrane segments and several putative glycosylation and phosphorylation sites; null mutation is synthetically lethal with pkc1 deletion
YCR018C	S000000611	ORF	Verified		chromosome 3	L000002054	9	2011-02-03	2000-09-13|1997-01-28	Protein involved in the processing of pre-rRNA to mature rRNA; contains a C2/C2 zinc finger motif; srd1 mutation suppresses defects caused by the rrp1-1 mutation
YCR018C-A	S000007230	ORF	Dubious		chromosome 3		NA	2011-02-03	1999-07-17	Putative protein of unknown function; encoded opposite a Ty1 LTR
YCR019W	S000000612	ORF	Verified		chromosome 3	L000000999	NA	2011-02-03	1997-01-28	Protein necessary for stability of L-A dsRNA-containing particles
YCR020C	S000000613	ORF	Verified	HIT2	chromosome 3	L000001390	17	2011-02-03	1997-01-28	Protein of unknown function; has weak similarity to proteins involved in thiamin metabolism; expression is induced in the absence of thiamin
YCR020C-A	S000000614	ORF	Verified	NAA38|SMX1|LSM9	chromosome 3	L000000998	NA	2011-02-03	1997-01-28	Non-catalytic subunit of N-terminal acetyltransferase of the NatC type; required for replication of dsRNA virus; member of the Sm protein family
YCR020W-B	S000006439	ORF	Verified		chromosome 3	L000004545	NA	2011-02-03	1999-07-17	Component of the RSC chromatin remodeling complex; RSC functions in transcriptional regulation and elongation, chromosome stability, and establishing sister chromatid cohesion; involved in telomere maintenance
YCR021C	S000000615	ORF	Verified	YRO1	chromosome 3	L000000818	NA	2011-02-03	1997-01-28	Negative regulator of the H(+)-ATPase Pma1p; stress-responsive protein; hydrophobic plasma membrane localized; induced by heat shock, ethanol treatment, weak organic acid, glucose limitation, and entry into stationary phase
YCR022C	S000000616	ORF	Uncharacterized		chromosome 3		NA	2011-02-03	1997-01-28	Putative protein of unknown function; conserved among S. cerevisiae strains; YCR022C is not an essential gene
YCR023C	S000000617	ORF	Verified		chromosome 3		NA	2011-02-03	2000-09-13|1997-01-28	Vacuolar membrane protein of unknown function; member of the multidrug resistance family; YCR023C is not an essential gene
YCR024C	S000000618	ORF	Verified	asparagine--tRNA ligase SLM5	chromosome 3		NA	2011-02-03	2000-09-13|1997-01-28	Mitochondrial asparaginyl-tRNA synthetase
YCR024C-B	S000028818	ORF	Uncharacterized		chromosome 3		NA	2011-02-03	2003-07-29	Putative protein of unknown function; identified by expression profiling and mass spectrometry
YCR024C-A	S000000619	ORF	Verified	proteolipid ATPase	chromosome 3	L000001453	NA	2011-02-03	1997-01-28	Regulatory subunit for the plasma membrane H(+)-ATPase Pma1p; small single-membrane span proteolipid; forms unique helix and positively charged cytoplasmic domain that is able to specifically segregate phosphatidylserines; PMP1 has a paralog, PMP2, that arose from the whole genome duplication
YCR025C	S000000620	ORF	Uncharacterized		chromosome 3		NA	2011-02-03	2000-09-13|1997-01-28	Putative protein of unknown function; conserved across S. cerevisiae strains; YCR025C is not an essential gene
YCR026C	S000000621	ORF	Verified	nucleotide diphosphatase/phosphodiesterase NPP1	chromosome 3		NA	2011-02-03	2000-09-13|1997-01-28	Nucleotide pyrophosphatase/phosphodiesterase; mediates extracellular nucleotide phosphate hydrolysis along with Npp2p and Pho5p; activity and expression enhanced during conditions of phosphate starvation; involved in spore wall assembly; NPP1 has a paralog, NPP2, that arose from the whole genome duplication, and an npp1 npp2 double mutant exhibits reduced dityrosine fluorescence relative to the single mutants
YCR027C	S000000622	ORF	Verified	putative GTPase RHB1|RSG1	chromosome 3	S000007419	NA	2011-02-03	2000-09-13|1997-01-28	Putative Rheb-related GTPase; involved in regulating canavanine resistance and arginine uptake; member of the Ras superfamily of G-proteins
YCR028C	S000000623	ORF	Verified		chromosome 3	L000004079	NA	2011-02-03	2000-09-13|1997-01-28	Plasma membrane H+-pantothenate symporter; confers sensitivity to the antifungal agent fenpropimorph; relocalizes from vacuole to cytoplasm upon DNA replication stress
YCR028C-A	S000007222	ORF	Verified		chromosome 3	L000001640	NA	2011-02-03	2000-09-13|1999-07-17	ssDNA-binding protein essential for mitochondrial genome maintenance; involved in mitochondrial DNA replication; stimulates utilization by Mip1p DNA polymerase of RNA primers synthesized by Rpo41p
YCR030C	S000000626	ORF	Verified	YCR029C-A	chromosome 3		NA	2011-02-03	2000-09-13|1997-01-28|1999-07-17	Negative regulator of WASP-Arp23 complex; involved in endocytic site formation; directly inhibits Las17p stimulation of Arp23 complex-mediated actin assembly in vitro; may regulate assembly and disassembly of the septin ring; colocalizes and interacts with septin subunits; potential role in actin cytoskeletal organization
YCR031C	S000000627	ORF	Verified	uS11|ribosomal 40S subunit protein S14A|S11|rp59A|S14A|RPL59|CRY1	chromosome 3	L000000423	26	2011-02-03	2000-09-13|1997-01-28	Protein component of the small (40S) ribosomal subunit; required for ribosome assembly and 20S pre-rRNA processing; mutations confer cryptopleurine resistance; homologous to mammalian ribosomal protein S14 and bacterial S11; RPS14A has a paralog, RPS14B, that arose from the whole genome duplication
YCR032W	S000000628	ORF	Verified		chromosome 3	L000003507	NA	2011-02-03	2000-09-13|1997-01-28	Protein homologous to Chediak-Higashi syndrome and Beige proteins; both of which are implicated in disease syndromes in human and mouse, respectively, due to defective lysosomal trafficking; mutant phenotype and genetic interactions suggest a role in protein sorting
YCR033W	S000000629	ORF	Verified		chromosome 3		NA	2011-02-03	2000-09-13|1997-01-28	Subunit of the Set3C deacetylase complex; interacts directly with the Set3C subunit, Sif2p; putative DNA-binding protein; mutant has increased aneuploidy tolerance; relocalizes to the cytosol in response to hypoxia
YCR034W	S000000630	ORF	Verified	fatty acid elongase ELO2|FEN1|VBM2|GNS1	chromosome 3	L000003126|L000000608	24	2011-02-03	1997-01-28	Fatty acid elongase, involved in sphingolipid biosynthesis; acts on fatty acids of up to 24 carbons in length; mutations have regulatory effects on 1,3-beta-glucan synthase, vacuolar ATPase, and the secretory pathway; ELO2 has a paralog, ELO1, that arose from the whole genome duplication; lethality of the elo2 elo3 double null mutation is functionally complemented by human ELOVL1 and weakly complemented by human ELOVL3 or ELOV7
YCR035C	S000000631	ORF	Verified	exosome non-catalytic core subunit RRP43	chromosome 3	L000003552	NA	2011-02-03	2000-09-13|1997-01-28	Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp43p (OIP2, EXOSC8); protein abundance increases in response to DNA replication stress
YCR036W	S000000632	ORF	Verified	putative ribokinase	chromosome 3	L000001587	29	2011-02-03	2000-09-13|1997-01-28	Putative ribokinase
YCR037C	S000000633	ORF	Verified	SPX domain-containing inorganic phosphate transporter	chromosome 3	L000002740	NA	2011-02-03	2000-09-13|1997-01-28	Low-affinity inorganic phosphate (Pi) transporter; acts upstream of Pho81p in regulation of the PHO pathway; expression is independent of Pi concentration and Pho4p activity; contains 12 membrane-spanning segments; PHO87 has a paralog, PHO90, that arose from the whole genome duplication
YCR038W-A	S000007597	ORF	Dubious		chromosome 3		NA	2011-02-03	2001-02-26	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene BUD5/YCR038C; identified by homology with hemiascomycetous yeast species
YCR038C	S000000634	ORF	Verified	Ras family guanine nucleotide exchange factor BUD5	chromosome 3	L000000202	30	2011-02-03	2000-09-13|1997-01-28	GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types
YCR039C	S000000635	ORF	Verified	homeodomain mating type protein alpha2|ALPHA2	chromosome 3	L000002973	NA	2011-02-03	1997-01-28	Homeobox-domain protein; with Mcm1p, represses a-specific genes in haploids; acts with A1p to repress transcription of haploid-specific genes in diploids; one of two genes encoded by the MATalpha mating type cassette
YCR040W	S000000636	ORF	Verified	transcriptional co-activator mating type protein alpha|ALPHA1	chromosome 3	L000002972	NA	2011-02-03	1997-01-28	Transcriptional co-activator that regulates mating-type-specific genes; targets the transcription factor Mcm1p to the promoters of alpha-specific genes; one of two genes encoded by the MATalpha mating type cassette
YCR041W	S000000637	ORF	Verified		chromosome 3		NA	2011-02-03	1997-01-28	Protein of unknown function; overexpression suppresses the high-frequency loss of mini-chromosomes, probably by increasing the rate of proper chromosome segregation; translated gene product of YCR041W, but not its transcript, is responsible for suppression; suppression ability of YCR041W is completely dependent on silencing protein Sir4p
YCR042C	S000000638	ORF	Verified	TafII150|TSM1|TAF150	chromosome 3	L000002367	31	2011-02-03	1997-01-28	TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation
YCR043C	S000000639	ORF	Uncharacterized		chromosome 3		NA	2011-02-03	1997-01-28	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the Golgi apparatus; YCR043C is not an essential gene
YCR044C	S000000640	ORF	Verified	COS16	chromosome 3		NA	2011-02-03	1997-01-28	Protein of the endoplasmic reticulum; required for GPI-phospholipase A2 activity that remodels the GPI anchor as a prerequisite for association of GPI-anchored proteins with lipid rafts; functionally complemented by human ortholog PERLD1
YCR045W-A	S000028607	ORF	Dubious		chromosome 3		NA	2011-02-03	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps with YCR045C; identified by gene-trapping, microarray expression analysis, and genome-wide homology searching
YCR045C	S000000641	ORF	Verified	OSW3	chromosome 3		NA	2011-02-03	1997-01-28	Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores
YCR046C	S000000642	ORF	Verified	mitochondrial 54S ribosomal protein IMG1	chromosome 3	L000004445	NA	2011-02-03	1997-01-28	Mitochondrial ribosomal protein of the large subunit; required for respiration and for maintenance of the mitochondrial genome
YCR047W-A	S000028608	ORF	Dubious		chromosome 3		NA	2011-02-03	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps with YCR047C; identified by gene-trapping, microarray expression analysis, and genome-wide homology searching
YCR047C	S000000643	ORF	Verified	18S rRNA (guanine1575-N7)-methyltransferase	chromosome 3		NA	2011-02-03	1997-01-28	Methyltransferase that methylates residue G1575 of 18S rRNA; required for rRNA processing and nuclear export of 40S ribosomal subunits independently of methylation activity; diploid mutant displays random budding pattern; functional homolog of human WBSCR22
YCR048W	S000000644	ORF	Verified	sterol acyltransferase|SAT2	chromosome 3	L000003221|L000002768	NA	2011-02-03	1997-01-28	Acyl-CoA:sterol acyltransferase; endoplasmic reticulum enzyme that contributes the major sterol esterification activity in the absence of oxygen; ARE1 has a paralog, ARE2, that arose from the whole genome duplication
YCR049C	S000000645	ORF	Dubious		chromosome 3		NA	2011-02-03	1997-01-28	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YCR050C	S000000646	ORF	Uncharacterized		chromosome 3		NA	2011-02-03	1997-01-28	Non-essential protein of unknown function; deletion mutant is synthetically sick or lethal with alpha-synuclein
YCR051W	S000000647	ORF	Uncharacterized		chromosome 3		NA	2011-02-03	1997-01-28	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; contains ankyrin (Ank) repeats; YCR051W is not an essential gene
YCR052W	S000000648	ORF	Verified		chromosome 3	L000003151	NA	2011-02-03	1997-01-28	Component of the RSC chromatin remodeling complex; essential for mitotic growth; RSC6 has a paralog, SNF12, that arose from the whole genome duplication
YCR053W	S000000649	ORF	Verified	threonine synthase THR4	chromosome 3	L000002300	51	2011-02-03	1997-01-28	Threonine synthase; conserved protein that catalyzes formation of threonine from O-phosphohomoserine; expression is regulated by the GCN4-mediated general amino acid control pathway
YCR054C	S000000650	ORF	Verified		chromosome 3	L000004071	NA	2011-02-03	1997-01-28	Essential protein of unknown function; with orthologs in Ashbya gossypii and Candida albicans; similar to human ATXN10, mutations in which cause spinocerebellar ataxia type 10; codon usage corresponds to that observed for yeast genes expressed at low levels; relative distribution to the nucleus increases upon DNA replication stress
YCR057C	S000000653	ORF	Verified	snoRNA-binding rRNA-processing protein PWP2|UTP1|YCR058C|YCR055C	chromosome 3	L000001540	NA	2011-02-03	2000-09-13|1997-01-28	Conserved 90S pre-ribosomal component; essential for proper endonucleolytic cleavage of the 35 S rRNA precursor at A0, A1, and A2 sites; contains eight WD-repeats; PWP2 deletion leads to defects in cell cycle and bud morphogenesis
YCR059C	S000000655	ORF	Verified		chromosome 3		NA	2011-02-03	1997-01-28	Negative regulator of eIF2 kinase Gcn2p; competes with Gcn2p for binding to Gcn1p; may contribute to regulation of translation in response to starvation via regulation of Gcn2p; binds to monomeric actin and to ribosomes and polyribosomes; ortholog of mammalian IMPACT
YCR060W	S000000656	ORF	Verified		chromosome 3		NA	2011-02-03	1997-01-28	Component of conserved R2TP complex (Rvb1-Rvb2-Tah1-Pih1); R2TP complex interacts with Hsp90 (Hsp82p and Hsc82p) to mediate assembly of large protein complexes such as box C/D snoRNPs and RNA polymerase II; contains a single TPR domain with at least two TPR motifs; plays a role in determining prion variants
YCR061W	S000000657	ORF	Uncharacterized	YCR062W	chromosome 3		NA	2011-02-03	2000-09-14|1997-01-28	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; induced by treatment with 8-methoxypsoralen and UVA irradiation
YCR063W	S000000659	ORF	Verified	U2 snRNP complex subunit BUD31|CWC14	chromosome 3		NA	2011-02-03	1997-01-28	Component of the SF3b subcomplex of the U2 snRNP; increases efficiency of first and second step pre-mRNA splicing; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; facilitates passage through G1/S Start, but is not required for G2/M transition or exit from mitosis
YCR064C	S000000660	ORF	Dubious		chromosome 3		NA	2011-02-03	1997-01-28	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene BUD31
YCR065W	S000000661	ORF	Verified		chromosome 3	L000000757	NA	2011-02-03	2000-09-13|1997-01-28	Forkhead transcription factor; drives S-phase activation of genes involved in chromosome segregation, spindle dynamics, budding; also activates genes involved in respiration, use of alternative energy sources (like proline), NAD synthesis, oxidative stress resistance; key factor in early adaptation to nutrient deficiency and diauxic shift; suppressor of calmodulin mutants with specific SPB assembly defects; ortholog of C. elegans lifespan regulator PHA-4
