Feature name (mandatory)	Gene name (locus name)	Chromosome	Start Coordinate	Stop Coordinate	Strand	Description	rep("Candida glabrata", nrow(inter))	paste0("http://www.candidagenome.org/cgi-bin/locus.pl?dbid=", 
C4_04960W_A		Ca22chr4A_C_albicans_SC5314	1060888	1061404	W	Long terminal repeat (LTR) associated with the transposon Tca14; about 512 bp long, 4 copies per genome	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000199028
C4_04960W_B		Ca22chr4B_C_albicans_SC5314	1060924	1061440	W	Long terminal repeat (LTR) associated with the transposon Tca14; about 512 bp long, 4 copies per genome	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186815
C4_04970C_A		Ca22chr4A_C_albicans_SC5314	1062888	1062625	C	Ortholog(s) have role in cristae formation and MICOS complex, mitochondrial crista junction localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198244
C4_04970C_B		Ca22chr4B_C_albicans_SC5314	1062924	1062661	C	Ortholog(s) have role in cristae formation and MICOS complex, mitochondrial crista junction localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183269
C4_04980W_A		Ca22chr4A_C_albicans_SC5314	1063814	1065475	W	Predicted membrane transporter; member of the peptide-acetyl-coA transporter (PAT) family, major facilitator superfamily (MFS); induced by alpha pheromone in Spider medium	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000190327
C4_04980W_B		Ca22chr4B_C_albicans_SC5314	1063850	1065511	W	Predicted membrane transporter; member of the peptide-acetyl-coA transporter (PAT) family, major facilitator superfamily (MFS); induced by alpha pheromone in Spider medium	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000174480
C4_04990C_A		Ca22chr4A_C_albicans_SC5314	1066970	1065570	C	Protein of unknown function; Hap43-repressed; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185570
C4_04990C_B		Ca22chr4B_C_albicans_SC5314	1067006	1065606	C	Protein of unknown function; Hap43-repressed; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000201154
C4_05000W_A		Ca22chr4A_C_albicans_SC5314	1068053	1069351	W	Protein likely to be essential for growth, based on an insertional mutagenesis strategy	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000199273
C4_05000W_B		Ca22chr4B_C_albicans_SC5314	1068090	1069388	W	Protein likely to be essential for growth, based on an insertional mutagenesis strategy	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186055
C4_05010W_A		Ca22chr4A_C_albicans_SC5314	1069560	1071119	W	Protein with a predicted role in ribosome biogenesis; mutation confers hypersensitivity to 5-fluorocytosine (5-FC), 5-fluorouracil (5-FU); repressed in core stress response; repressed by prostaglandins; Hap43-induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000180486
C4_05010W_B		Ca22chr4B_C_albicans_SC5314	1069597	1071156	W	Protein with a predicted role in ribosome biogenesis; mutation confers hypersensitivity to 5-fluorocytosine (5-FC), 5-fluorouracil (5-FU); repressed in core stress response; repressed by prostaglandins; Hap43-induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000193037
C4_05020W_A	IMG2	Ca22chr4A_C_albicans_SC5314	1071272	1071643	W	Mitochondrial ribosomal protein of the large subunit; rat catheter biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000196484
C4_05020W_B	IMG2	Ca22chr4B_C_albicans_SC5314	1071308	1071679	W	Mitochondrial ribosomal protein of the large subunit; rat catheter biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183833
C4_05030C_A	SSK2	Ca22chr4A_C_albicans_SC5314	1076304	1071853	C	MAP kinase kinase kinase (MAPKKK); regulates Hog1 activation and signaling; repressed by ciclopirox olamine	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000187689
C4_05030C_B	SSK2	Ca22chr4B_C_albicans_SC5314	1076343	1071889	C	MAP kinase kinase kinase (MAPKKK); regulates Hog1 activation and signaling; repressed by ciclopirox olamine	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195183
C4_05040W_A		Ca22chr4A_C_albicans_SC5314	1077190	1077411	W	Ortholog(s) have protein tag activity and role in cell morphogenesis involved in conjugation with cellular fusion, cellular protein modification process, mRNA cis splicing, via spliceosome	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191602
C4_05040W_B		Ca22chr4B_C_albicans_SC5314	1077222	1077443	W	Ortholog(s) have protein tag activity and role in cell morphogenesis involved in conjugation with cellular fusion, cellular protein modification process, mRNA cis splicing, via spliceosome	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000178644
C4_05050C_A	PPG1	Ca22chr4A_C_albicans_SC5314	1078781	1077531	C	Protein phosphatase of the Type 2A-related family (serine/threonine-specific) involved in control of filamentous growth and virulence	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000190355
C4_05050C_B	PPG1	Ca22chr4B_C_albicans_SC5314	1078813	1077563	C	Protein phosphatase of the Type 2A-related family (serine/threonine-specific) involved in control of filamentous growth and virulence	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000174938
C4_05060W_A	CDL1	Ca22chr4A_C_albicans_SC5314	1080133	1082154	W	Putative RNAse III, ortholog of S. cerevisiae RNT1; merged with orf19.3772 in Assembly 21	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000201881
C4_05060W_B	CDL1	Ca22chr4B_C_albicans_SC5314	1080163	1082184	W	Putative RNAse III, ortholog of S. cerevisiae RNT1; merged with orf19.3772 in Assembly 21	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185582
C4_05070C_A	ARG8	Ca22chr4A_C_albicans_SC5314	1083653	1082286	C	Putative acetylornithine aminotransferase; Gcn2, Gcn4 regulated; rat catheter biofilm induced; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000177288
C4_05070C_B	ARG8	Ca22chr4B_C_albicans_SC5314	1083683	1082316	C	Putative acetylornithine aminotransferase; Gcn2, Gcn4 regulated; rat catheter biofilm induced; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000182363
C4_05080C_A		Ca22chr4A_C_albicans_SC5314	1085980	1083917	C	Ortholog(s) have zinc ion transmembrane transporter activity, role in zinc ion transport and endoplasmic reticulum localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198256
C4_05080C_B		Ca22chr4B_C_albicans_SC5314	1086007	1083947	C	Ortholog(s) have zinc ion transmembrane transporter activity, role in zinc ion transport and endoplasmic reticulum localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185530
C4_05090C_A	SRB8	Ca22chr4A_C_albicans_SC5314	1091751	1086508	C	Putative RNA polymerase II mediator complex subunit; early-stage flow model biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000179075
C4_05090C_B	SRB8	Ca22chr4B_C_albicans_SC5314	1091776	1086533	C	Putative RNA polymerase II mediator complex subunit; early-stage flow model biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191980
C4_05100C_A	MYO5	Ca22chr4A_C_albicans_SC5314	1096076	1092126	C	Class I myosin; nonessential; role in cortical actin patch polarity and polar budding; required for hyphal growth, white-opaque switch; regulatory phosphorylation on S366; downregulated on adherence to polystyrene	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000199209
C4_05100C_B	MYO5	Ca22chr4B_C_albicans_SC5314	1096101	1092151	C	Class I myosin; nonessential; role in cortical actin patch polarity and polar budding; required for hyphal growth, white-opaque switch; regulatory phosphorylation on S366; downregulated on adherence to polystyrene	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000190051
C4_05110C_A	HAP41	Ca22chr4A_C_albicans_SC5314	1099170	1097227	C	Putative Hap4-like transcription factor; Hap43-repressed; not required for response to low iron; induced by Mnl1 under weak acid stress; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186447
C4_05110C_B	HAP41	Ca22chr4B_C_albicans_SC5314	1099198	1097251	C	Putative Hap4-like transcription factor; Hap43-repressed; not required for response to low iron; induced by Mnl1 under weak acid stress; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000194028
C4_05120C_A		Ca22chr4A_C_albicans_SC5314	1104594	1104280	C	Dubious open reading frame	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000184620
C4_05120C_B		Ca22chr4B_C_albicans_SC5314	1104620	1104306	C	Dubious open reading frame	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000190049
C4_05130C_A	ALD6	Ca22chr4A_C_albicans_SC5314	1106391	1104766	C	Putative aldehyde dehydrogenase; stationary phase enriched protein; expression regulated upon white-opaque switch; rat catheter biofilm induced; rat catheter and Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000180476
C4_05130C_B	ALD6	Ca22chr4B_C_albicans_SC5314	1106418	1104793	C	Putative aldehyde dehydrogenase; stationary phase enriched protein; expression regulated upon white-opaque switch; rat catheter biofilm induced; rat catheter and Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191301
C4_05140C_A	GDB1	Ca22chr4A_C_albicans_SC5314	1113084	1108501	C	Putative glycogen debranching enzyme; expression is regulated upon white-opaque switch; regulated by Nrg1, Tup1; rat catheter biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000189511
C4_05140C_B	GDB1	Ca22chr4B_C_albicans_SC5314	1113114	1108531	C	Putative glycogen debranching enzyme; expression is regulated upon white-opaque switch; regulated by Nrg1, Tup1; rat catheter biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000184532
C4_05150W_A	VAC8	Ca22chr4A_C_albicans_SC5314	1115386	1117143	W	Protein involved in vacuolar inheritance; required for hyphal growth; contains armadillo repeats	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185656
C4_05150W_B	VAC8	Ca22chr4B_C_albicans_SC5314	1115418	1117175	W	Protein involved in vacuolar inheritance; required for hyphal growth; contains armadillo repeats	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195737
C4_05160C_A		Ca22chr4A_C_albicans_SC5314	1118930	1117383	C	Has domain(s) with predicted role in protein transport, vacuolar transport	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183831
C4_05160C_B		Ca22chr4B_C_albicans_SC5314	1118961	1117414	C	Has domain(s) with predicted role in protein transport, vacuolar transport	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000179383
C4_05170C_A	NBP35	Ca22chr4A_C_albicans_SC5314	1120516	1119301	C	Similar to nucleotide-binding proteins; increased transcription is observed upon benomyl treatment; transcription is induced upon filamentous growth	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000200032
C4_05170C_B	NBP35	Ca22chr4B_C_albicans_SC5314	1120553	1119333	C	Similar to nucleotide-binding proteins; increased transcription is observed upon benomyl treatment; transcription is induced upon filamentous growth	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000176834
C4_05180C_A		Ca22chr4A_C_albicans_SC5314	1125010	1120763	C	Ortholog(s) have RNA binding, structural constituent of nuclear pore activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000193782
C4_05180C_B		Ca22chr4B_C_albicans_SC5314	1125049	1120799	C	Ortholog(s) have RNA binding, structural constituent of nuclear pore activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000177744
C4_05190C_A	EDC3	Ca22chr4A_C_albicans_SC5314	1126632	1125094	C	Protein with mRNA binding activity, involved in regulation of activity of putative metacaspase Mca1p	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000174840
C4_05190C_B	EDC3	Ca22chr4B_C_albicans_SC5314	1126671	1125133	C	Protein with mRNA binding activity, involved in regulation of activity of putative metacaspase Mca1p	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000194493
C4_05200C_A		Ca22chr4A_C_albicans_SC5314	1127477	1127004	C	Ortholog of C. dubliniensis CD36 : Cd36_44860, Candida tropicalis MYA-3404 : CTRG_04054 and Candida albicans WO-1 : CAWG_03295	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000193682
C4_05200C_B		Ca22chr4B_C_albicans_SC5314	1127516	1127043	C	Ortholog of C. dubliniensis CD36 : Cd36_44860, Candida tropicalis MYA-3404 : CTRG_04054 and Candida albicans WO-1 : CAWG_03295	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000177322
C4_05210W_A		Ca22chr4A_C_albicans_SC5314	1128701	1129393	W	Ortholog(s) have CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity, role in phosphatidylinositol biosynthetic process and Golgi apparatus, integral component of membrane, mitochondrial outer membrane localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000175849
C4_05210W_B		Ca22chr4B_C_albicans_SC5314	1128741	1129433	W	Ortholog(s) have CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity, role in phosphatidylinositol biosynthetic process and Golgi apparatus, integral component of membrane, mitochondrial outer membrane localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000199890
C4_05220C_A		Ca22chr4A_C_albicans_SC5314	1131927	1129531	C	Ortholog(s) have ubiquitin protein ligase activity, role in anaphase-promoting complex-dependent catabolic process, chromatin assembly, protein ubiquitination and anaphase-promoting complex localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198495
C4_05220C_B		Ca22chr4B_C_albicans_SC5314	1131968	1129572	C	Ortholog(s) have ubiquitin protein ligase activity, role in anaphase-promoting complex-dependent catabolic process, chromatin assembly, protein ubiquitination and anaphase-promoting complex localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183523
C4_05230C_A		Ca22chr4A_C_albicans_SC5314	1134427	1132118	C	Hap43-induced gene; mutation confers hypersensitivity to 5-fluorocytosine (5-FC), 5-fluorouracil (5-FU), and tubercidin (7-deazaadenosine)	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185245
C4_05230C_B		Ca22chr4B_C_albicans_SC5314	1134468	1132159	C	Hap43-induced gene; mutation confers hypersensitivity to 5-fluorocytosine (5-FC), 5-fluorouracil (5-FU), and tubercidin (7-deazaadenosine)	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000201342
C4_05240C_A	VPH1	Ca22chr4A_C_albicans_SC5314	1137282	1134817	C	Vacuolar H(+)-ATPase; transcription regulated by Nrg1, Mig1, and Tup1	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191982
C4_05240C_B	VPH1	Ca22chr4B_C_albicans_SC5314	1137322	1134857	C	Vacuolar H(+)-ATPase; transcription regulated by Nrg1, Mig1, and Tup1	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186652
C4_05250W_A		Ca22chr4A_C_albicans_SC5314	1139061	1139768	W	Putative ubiquitin-protein ligase; role in protein ubiquitination; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000182975
C4_05250W_B		Ca22chr4B_C_albicans_SC5314	1139101	1139808	W	Putative ubiquitin-protein ligase; role in protein ubiquitination; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000178492
C4_05260W_A		Ca22chr4A_C_albicans_SC5314	1143093	1144082	W	Subunit of Elongator complex; required for modification of wobble nucleosides in tRNA in S. cerevisiae; Hap43-induced gene	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000201272
C4_05260W_B		Ca22chr4B_C_albicans_SC5314	1143133	1144122	W	Subunit of Elongator complex; required for modification of wobble nucleosides in tRNA in S. cerevisiae; Hap43-induced gene	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186012
C4_05270C_A	RAD59	Ca22chr4A_C_albicans_SC5314	1144818	1144171	C	Protein involved in homologous recombination and DNA breaks repair; similar to S. cerevisiae Rad59p; N-terminal similarity with Rad52p	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000201017
C4_05270C_B	RAD59	Ca22chr4B_C_albicans_SC5314	1144855	1144211	C	Protein involved in homologous recombination and DNA breaks repair; similar to S. cerevisiae Rad59p; N-terminal similarity with Rad52p	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191175
C4_05280W_A	USO1	Ca22chr4A_C_albicans_SC5314	1144988	1151416	W	Ortholog(s) have role in ER to Golgi vesicle-mediated transport, Golgi vesicle docking, SNARE complex assembly and ER to Golgi transport vesicle membrane, Golgi membrane localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000178278
C4_05280W_B	USO1	Ca22chr4B_C_albicans_SC5314	1145025	1151453	W	Ortholog(s) have role in ER to Golgi vesicle-mediated transport, Golgi vesicle docking, SNARE complex assembly and ER to Golgi transport vesicle membrane, Golgi membrane localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191761
C4_05290W_A	ABZ1	Ca22chr4A_C_albicans_SC5314	1151631	1154099	W	Ortholog(s) have 4-amino-4-deoxychorismate synthase activity and role in para-aminobenzoic acid biosynthetic process	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183785
C4_05290W_B	ABZ1	Ca22chr4B_C_albicans_SC5314	1151668	1154136	W	Ortholog(s) have 4-amino-4-deoxychorismate synthase activity and role in para-aminobenzoic acid biosynthetic process	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185687
C4_05300W_A	XKS1	Ca22chr4A_C_albicans_SC5314	1154633	1156483	W	Putative xylulokinase; Hap43-repressed; induced by prostaglandins; rat catheter biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191735
C4_05300W_B	XKS1	Ca22chr4B_C_albicans_SC5314	1154671	1156521	W	Putative xylulokinase; Hap43-repressed; induced by prostaglandins; rat catheter biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000175015
C4_05310W_A		Ca22chr4A_C_albicans_SC5314	1156768	1158231	W	Ortholog of S. cerevisiae : MRX12, C. glabrata CBS138 : CAGL0J11110g, C. dubliniensis CD36 : Cd36_44970, C. parapsilosis CDC317 : CPAR2_500860 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_113509	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183261
C4_05310W_B		Ca22chr4B_C_albicans_SC5314	1156806	1158269	W	Ortholog of S. cerevisiae : MRX12, C. glabrata CBS138 : CAGL0J11110g, C. dubliniensis CD36 : Cd36_44970, C. parapsilosis CDC317 : CPAR2_500860 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_113509	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000199488
C4_05320W_A	LYS1	Ca22chr4A_C_albicans_SC5314	1158925	1160073	W	Saccharopine dehydrogenase (biosynthetic); enzyme of alpha-aminoadipate lysine biosynthesis pathway; functionally complements S. cerevisiae lys1 mutation; fungal-specific (no human or murine homolog)	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000179135
C4_05320W_B	LYS1	Ca22chr4B_C_albicans_SC5314	1158965	1160113	W	Saccharopine dehydrogenase (biosynthetic); enzyme of alpha-aminoadipate lysine biosynthesis pathway; functionally complements S. cerevisiae lys1 mutation; fungal-specific (no human or murine homolog)	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000188115
C4_05330C_A		Ca22chr4A_C_albicans_SC5314	1161677	1160202	C	Putative protein with a predicted role in 60S ribosomal subunit biogenesis; Hap43p-induced gene; ortholog of S. cerevisiae MAK11	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000187814
C4_05330C_B		Ca22chr4B_C_albicans_SC5314	1161717	1160242	C	Putative protein with a predicted role in 60S ribosomal subunit biogenesis; Hap43p-induced gene; ortholog of S. cerevisiae MAK11	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186241
C4_05340W_A		Ca22chr4A_C_albicans_SC5314	1161917	1164274	W	Ortholog(s) have ubiquitin protein ligase activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000200502
C4_05340W_B		Ca22chr4B_C_albicans_SC5314	1161957	1164314	W	Ortholog(s) have ubiquitin protein ligase activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000184337
C4_05350W_A		Ca22chr4A_C_albicans_SC5314	1167102	1168889	W	Ortholog(s) have phosphatidylinositol-3,5-bisphosphate binding, phosphatidylinositol-3-phosphate binding, phosphatidylinositol-4-phosphate binding, phosphatidylinositol-5-phosphate binding activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000194175
C4_05350W_B		Ca22chr4B_C_albicans_SC5314	1167132	1168919	W	Ortholog(s) have phosphatidylinositol-3,5-bisphosphate binding, phosphatidylinositol-3-phosphate binding, phosphatidylinositol-4-phosphate binding, phosphatidylinositol-5-phosphate binding activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000175303
C4_05360C_A		Ca22chr4A_C_albicans_SC5314	1170171	1169089	C	Ortholog(s) have mRNA 5'-UTR binding, pre-mRNA intronic binding, translation regulator activity and role in Group I intron splicing, mitochondrial mRNA processing, positive regulation of mitochondrial translation	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198197
C4_05360C_B		Ca22chr4B_C_albicans_SC5314	1170201	1169119	C	Ortholog(s) have mRNA 5'-UTR binding, pre-mRNA intronic binding, translation regulator activity and role in Group I intron splicing, mitochondrial mRNA processing, positive regulation of mitochondrial translation	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000181111
C4_05370W_A	PUF3	Ca22chr4A_C_albicans_SC5314	1171023	1173812	W	RNA-binding protein involved in regulation of mitochondrial biogenesis	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000187550
C4_05370W_B	PUF3	Ca22chr4B_C_albicans_SC5314	1171053	1173842	W	RNA-binding protein involved in regulation of mitochondrial biogenesis	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000194987
C4_05380C_A		Ca22chr4A_C_albicans_SC5314	1174446	1174198	C	Ortholog(s) have role in protein targeting to ER, signal peptide processing and signal peptidase complex localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000187816
C4_05380C_B		Ca22chr4B_C_albicans_SC5314	1174478	1174230	C	Ortholog(s) have role in protein targeting to ER, signal peptide processing and signal peptidase complex localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000189720
C4_05390W_A		Ca22chr4A_C_albicans_SC5314	1174822	1175916	W	Putative glyoxylate reductase; acts on glyoxylate and hydroxypyruvate substrates; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000175261
C4_05390W_B		Ca22chr4B_C_albicans_SC5314	1174854	1175948	W	Putative glyoxylate reductase; acts on glyoxylate and hydroxypyruvate substrates; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000194760
C4_05400C_A		Ca22chr4A_C_albicans_SC5314	1177441	1176257	C	D-arabinose 5-phosphate isomerase; has GutQ domain which is associated with phosphosugar binding; other biofilm induced; rat catheter and Spider biofilm induced; F-12/CO2 early biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000181106
C4_05400C_B		Ca22chr4B_C_albicans_SC5314	1177475	1176288	C	D-arabinose 5-phosphate isomerase; has GutQ domain which is associated with phosphosugar binding; other biofilm induced; rat catheter and Spider biofilm induced; F-12/CO2 early biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186974
C4_05410C_A		Ca22chr4A_C_albicans_SC5314	1179047	1178539	C	Long terminal repeat (LTR) associated with the transposon Tca7; about 508 bp long, 10-15 copies per genome	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000182832
C4_05410C_B		Ca22chr4B_C_albicans_SC5314	1179079	1178571	C	Long terminal repeat (LTR) associated with the transposon Tca7; about 508 bp long, 10-15 copies per genome	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000194170
C4_05420C_A	TSC2	Ca22chr4A_C_albicans_SC5314	1183830	1179358	C	Putative GTPase-activating protein; similar to mammalian tuberin; involved in control of filamentous growth; mutants are viable	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000194326
C4_05420C_B	TSC2	Ca22chr4B_C_albicans_SC5314	1183866	1179391	C	Putative GTPase-activating protein; similar to mammalian tuberin; involved in control of filamentous growth; mutants are viable	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000178331
C4_05430C_A	GAP5	Ca22chr4A_C_albicans_SC5314	1185966	1184110	C	General amino acid permease; fungal-specific (no human or murine homolog)	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000182050
C4_05430C_B	GAP5	Ca22chr4B_C_albicans_SC5314	1186003	1184147	C	General amino acid permease; fungal-specific (no human or murine homolog)	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000197839
C4_05440C_A		Ca22chr4A_C_albicans_SC5314	1187842	1186514	C	Protein of unknown function; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000174733
C4_05440C_B		Ca22chr4B_C_albicans_SC5314	1187879	1186551	C	Protein of unknown function; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000190035
C4_05450C_A	CBR1	Ca22chr4A_C_albicans_SC5314	1189685	1188801	C	Putative cytochrome B5 reductase; plasma membrane-localized	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000182794
C4_05450C_B	CBR1	Ca22chr4B_C_albicans_SC5314	1189722	1188838	C	Putative cytochrome B5 reductase; plasma membrane-localized	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000173990
